	SC182	GRO-09_nasal_brush	D353_Brus_Nas1	SC173	D363_Brus_Nas1	SC184	SC174_SC173	SC174_SC172	GRO-04_nasal_brush	SC183	SC181	SC185
RP13-516M14.2	12.0	10.0	48.0	12.0	20.0	6.0	1.0	3.0	12.0	2.0	1.0	1.0
RP11-138C9.1	7.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0
RP13-650J16.1	15.0	22.0	26.0	11.0	17.0	11.0	4.0	1.0	21.0	11.0	2.0	5.0
LINC00526	92.0	108.0	205.0	70.0	132.0	33.0	30.0	33.0	104.0	43.0	10.0	11.0
AC010761.8	11.0	8.0	73.0	2.0	9.0	7.0	0.0	1.0	10.0	12.0	4.0	1.0
RP11-360L9.8	19.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	8.0	2.0
MAPT-AS1	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-642M2.1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCA-AS1	3.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	2.0	0.0	2.0
RP11-118G23.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-68I3.7	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2006K23.2	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-381P6.1	22.0	38.0	35.0	8.0	4.0	26.0	5.0	6.0	19.0	1.0	4.0	0.0
RP11-524F11.2	14.0	4.0	8.0	12.0	6.0	13.0	5.0	2.0	10.0	7.0	3.0	1.0
RP13-582O9.6	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SEPT4-AS1	8.0	25.0	56.0	9.0	4.0	10.0	2.0	2.0	9.0	6.0	3.0	2.0
RP11-92B11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-178F10.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-6N17.10	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-674P19.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L3MBTL4-AS1	53.0	0.0	0.0	8.0	0.0	15.0	0.0	1.0	1.0	10.0	3.0	2.0
RP11-680C21.1	0.0	6.0	44.0	2.0	28.0	14.0	0.0	3.0	8.0	1.0	0.0	0.0
RP11-498C9.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RP11-138I1.2	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
TTC39C-AS1	30.0	567.0	201.0	21.0	65.0	27.0	11.0	4.0	486.0	8.0	9.0	9.0
RP11-92B11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-498C9.12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-311F12.2	421.0	1.0	12.0	16.0	17.0	132.0	5.0	11.0	4.0	221.0	81.0	38.0
RP11-26N15.2	6.0	4.0	4.0	0.0	1.0	2.0	1.0	0.0	6.0	0.0	0.0	2.0
RP11-802D6.1	7.0	21.0	5.0	3.0	3.0	4.0	1.0	3.0	16.0	7.0	1.0	1.0
CTD-2501B8.1	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-627G18.4	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-474I11.8	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSG2-AS1	4.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
RP11-343K8.3	0.0	2.0	1.0	1.0	3.0	1.0	0.0	0.0	8.0	0.0	0.0	1.0
RP11-799B12.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2104P17.2	3.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
AC100830.5	7.0	4.0	24.0	4.0	8.0	14.0	2.0	4.0	5.0	3.0	1.0	2.0
PRR29-AS1	26.0	54.0	182.0	3.0	91.0	12.0	1.0	1.0	43.0	2.0	2.0	4.0
RP11-1109M24.5	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
RP11-888D10.3	16.0	1.0	1.0	25.0	1.0	21.0	13.0	43.0	0.0	38.0	8.0	4.0
RP11-387H17.4	23.0	14.0	28.0	6.0	11.0	5.0	3.0	0.0	16.0	8.0	0.0	1.0
RP11-344B2.2	51.0	1.0	4.0	0.0	0.0	7.0	0.0	2.0	0.0	26.0	6.0	3.0
RP11-215E13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
RP11-453A12.1	2.0	31.0	0.0	0.0	4.0	6.0	0.0	1.0	16.0	0.0	0.0	1.0
RP11-53I6.3	17.0	8.0	21.0	7.0	36.0	9.0	7.0	5.0	17.0	7.0	0.0	2.0
RP11-728E14.3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC145343.2	29.0	69.0	106.0	20.0	27.0	30.0	6.0	10.0	72.0	14.0	9.0	5.0
RP11-781P6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010761.6	1.0	0.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0
RP11-835E18.5	0.0	2.0	43.0	0.0	26.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
C1QTNF1-AS1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
RP11-147L13.2	21.0	13.0	1.0	6.0	3.0	2.0	0.0	1.0	15.0	17.0	4.0	0.0
GJA5	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0
CTD-2370N5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-285E9.5	1.0	5.0	4.0	0.0	3.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0
RP11-31I22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-15F12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-227G15.2	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR133A1HG	3.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	1.0
BZRAP1-AS1	103.0	28.0	52.0	12.0	16.0	21.0	11.0	10.0	31.0	39.0	42.0	7.0
RP11-192H23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA8	101.0	42.0	60.0	30.0	26.0	43.0	12.0	6.0	55.0	388.0	216.0	14.0
RP11-70L8.4	17.0	2.0	32.0	1.0	3.0	7.0	0.0	1.0	0.0	5.0	6.0	2.0
RP11-403A21.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC010761.13	8.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	9.0	3.0	2.0
RP5-1171I10.5	26.0	20.0	83.0	20.0	27.0	2.0	13.0	26.0	61.0	25.0	187.0	0.0
RP11-927P21.1	8.0	4.0	5.0	0.0	2.0	6.0	0.0	4.0	1.0	6.0	0.0	2.0
RBM8A	6418.0	10329.0	6489.0	3894.0	4681.0	6370.0	2233.0	2435.0	7315.0	6736.0	2925.0	1120.0
RP11-663N22.1	24.0	33.0	60.0	14.0	28.0	18.0	8.0	5.0	70.0	9.0	2.0	7.0
CTD-2350C19.2	21.0	34.0	285.0	16.0	28.0	35.0	6.0	4.0	48.0	9.0	4.0	3.0
RP11-135L13.4	59.0	120.0	93.0	15.0	38.0	72.0	3.0	2.0	173.0	7.0	6.0	10.0
TIMM10B-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-269G24.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
RP11-192H23.6	1.0	249.0	249.0	0.0	203.0	12.0	2.0	0.0	47.0	2.0	0.0	4.0
AC104984.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-286N3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2349P21.11	8.0	1.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	3.0	4.0	1.0
RP11-16C1.1	5.0	1.0	7.0	1.0	0.0	4.0	1.0	0.0	5.0	4.0	1.0	0.0
RP11-55L4.2	2.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
RP11-723G8.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TIMM23	2048.0	1320.0	1016.0	822.0	654.0	1046.0	390.0	456.0	1024.0	1228.0	620.0	217.0
RP5-1110E20.1	6.0	1.0	0.0	7.0	0.0	2.0	1.0	3.0	0.0	3.0	1.0	0.0
PCAT18	5.0	4.0	0.0	4.0	3.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0
RP11-57J16.1	23.0	10.0	6.0	3.0	2.0	17.0	0.0	0.0	36.0	4.0	0.0	2.0
CTD-2517M22.17	1.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	3.0	1.0	0.0
RP11-1148O4.2	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP13-270P17.2	8.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	5.0	5.0
RP11-138I1.4	473.0	22.0	24.0	6.0	11.0	109.0	2.0	2.0	50.0	225.0	119.0	32.0
CTD-2510F5.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
CTD-2349P21.6	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-849N15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-204L24.2	14.0	3.0	2.0	4.0	1.0	7.0	4.0	8.0	4.0	3.0	8.0	2.0
RP13-20L14.6	23.0	18.0	32.0	16.0	15.0	23.0	4.0	15.0	27.0	12.0	4.0	0.0
AC010761.9	20.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	7.0	5.0	5.0
CTD-2145A24.5	46.0	41.0	54.0	12.0	45.0	42.0	3.0	5.0	63.0	22.0	3.0	4.0
RP11-449D8.1	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
RP11-1090M7.1	1.0	1.0	15.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-806L2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF115	2569.0	3544.0	3839.0	1453.0	3634.0	1791.0	707.0	725.0	2715.0	952.0	598.0	336.0
RP11-131K5.2	2.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
MIR1539	8.0	3.0	2.0	2.0	0.0	3.0	1.0	2.0	2.0	2.0	2.0	1.0
CTD-3157E16.1	6.0	0.0	1.0	0.0	3.0	3.0	0.0	1.0	0.0	1.0	0.0	1.0
RP11-638L3.1	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-60A24.3	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-293E1.2	3.0	4.0	16.0	5.0	6.0	6.0	0.0	0.0	10.0	0.0	1.0	0.0
RP11-419J16.1	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	8.0	0.0	0.0	1.0
RP11-638L3.3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000275.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-96E2.7	8.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0
RP11-13N13.6	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0
RARA-AS1	253.0	603.0	610.0	198.0	355.0	199.0	110.0	131.0	434.0	185.0	136.0	40.0
RP11-1376P16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
RPL17	3968.0	3379.0	6556.0	1737.0	2232.0	2262.0	869.0	934.0	3456.0	3058.0	1472.0	435.0
MAFG-AS1	103.0	307.0	147.0	44.0	67.0	62.0	24.0	25.0	204.0	39.0	9.0	3.0
RP11-118G23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5A19.5	7.0	1.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	2.0	1.0	0.0
RP13-516M14.4	70.0	88.0	227.0	22.0	79.0	49.0	8.0	9.0	188.0	29.0	12.0	10.0
RP11-156L14.1	17.0	1.0	8.0	0.0	2.0	10.0	0.0	0.0	0.0	2.0	0.0	2.0
RP11-94B19.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-883A18.3	0.0	12.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1157N2__B.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-354P11.3	9.0	57.0	82.0	3.0	21.0	42.0	0.0	2.0	5.0	7.0	1.0	20.0
RP11-848P1.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-849F2.5	9.0	1.0	29.0	5.0	10.0	4.0	1.0	3.0	3.0	5.0	4.0	0.0
RP11-799B12.4	18.0	12.0	25.0	3.0	13.0	13.0	1.0	0.0	6.0	7.0	3.0	2.0
RP11-403A21.1	30.0	429.0	44.0	7.0	16.0	57.0	0.0	2.0	267.0	8.0	3.0	10.0
ZNF488	1.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
CXADRP3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-17M16.2	34.0	90.0	70.0	25.0	58.0	35.0	8.0	14.0	68.0	25.0	19.0	2.0
RP11-449L23.3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-56K13.3	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0
CYP4F35P	22.0	78.0	144.0	15.0	49.0	10.0	3.0	10.0	55.0	11.0	6.0	0.0
RP11-19P22.5	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-387H17.6	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEC22B	1517.0	2011.0	2157.0	621.0	1253.0	789.0	315.0	339.0	975.0	709.0	461.0	175.0
FSBP	5.0	3.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0
AC010761.10	1.0	2.0	6.0	2.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
RP11-20B24.5	6.0	0.0	1.0	1.0	1.0	4.0	0.0	0.0	2.0	2.0	1.0	3.0
DSCAS	1.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	1.0	5.0	1.0	0.0
RP11-737O24.2	4.0	2.0	1.0	0.0	1.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0
RP11-20B24.6	3.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	1.0
RP11-583F2.2	11.0	6.0	21.0	1.0	21.0	6.0	0.0	1.0	2.0	5.0	1.0	6.0
LINC00668	0.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0
RP11-739L10.1	41.0	40.0	10.0	33.0	27.0	24.0	12.0	22.0	24.0	34.0	10.0	5.0
GACAT2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC100830.4	6.0	13.0	13.0	6.0	8.0	5.0	1.0	2.0	3.0	1.0	4.0	2.0
RP11-269G24.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TXNIP	16180.0	26172.0	14469.0	7177.0	7638.0	5776.0	3382.0	3432.0	12426.0	5240.0	3001.0	1158.0
CTB-41I6.2	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-16C1.3	1.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	4.0
RP11-567L7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
GATA6-AS1	1.0	13.0	27.0	7.0	11.0	7.0	0.0	0.0	19.0	4.0	1.0	0.0
CTD-2206N4.2	0.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
SRGAP2	268.0	375.0	355.0	94.0	254.0	221.0	51.0	64.0	244.0	162.0	84.0	47.0
RP11-452I5.2	19.0	3.0	0.0	2.0	3.0	4.0	3.0	1.0	2.0	5.0	3.0	0.0
RP11-703M24.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFV2-AS1	107.0	202.0	294.0	66.0	178.0	91.0	32.0	39.0	346.0	44.0	34.0	38.0
BAHCC1	203.0	162.0	277.0	111.0	173.0	161.0	49.0	48.0	117.0	100.0	35.0	28.0
RP11-159D12.5	5.0	36.0	5.0	9.0	24.0	9.0	0.0	3.0	34.0	3.0	0.0	1.0
RP5-1028K7.2	2.0	10.0	17.0	0.0	6.0	0.0	0.0	1.0	11.0	3.0	0.0	0.0
RASSF5	846.0	353.0	930.0	509.0	670.0	360.0	211.0	312.0	289.0	521.0	606.0	128.0
RP11-118E18.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP5-906A24.2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-647F2.2	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0
RP11-296K13.4	5.0	7.0	4.0	0.0	3.0	2.0	2.0	0.0	2.0	2.0	1.0	0.0
RP11-963H4.5	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
RP11-354P11.2	1.0	0.0	3.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-789C17.3	1.0	3.0	0.0	1.0	1.0	2.0	1.0	0.0	12.0	1.0	0.0	0.0
RP11-769O8.1	11.0	17.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	8.0	3.0	3.0
STRADA	233.0	45.0	35.0	68.0	12.0	111.0	28.0	38.0	22.0	113.0	71.0	42.0
RP11-855A2.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RP1-66C13.4	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2267D19.3	328.0	9.0	0.0	146.0	3.0	115.0	48.0	42.0	0.0	152.0	63.0	33.0
LINC00683	22.0	38.0	109.0	15.0	26.0	17.0	4.0	6.0	36.0	8.0	6.0	3.0
RP11-41O4.1	29.0	17.0	156.0	9.0	93.0	17.0	2.0	5.0	18.0	24.0	5.0	3.0
RP11-640I15.1	11.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	3.0	0.0
KLF14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RP11-172F10.1	0.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-41O4.2	0.0	0.0	5.0	1.0	1.0	2.0	0.0	0.0	1.0	6.0	0.0	2.0
RP11-849F2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-627G18.1	5.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0
CTD-3096M3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1C8.6	1.0	2.0	6.0	2.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	2.0
RP11-159D12.10	1.0	2.0	84.0	0.0	47.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-219A15.1	10.0	30.0	111.0	19.0	25.0	45.0	6.0	6.0	37.0	3.0	11.0	12.0
RP11-484N16.1	17.0	0.0	0.0	1.0	1.0	6.0	0.0	2.0	3.0	13.0	10.0	2.0
RP11-111H3.3	10.0	22.0	2.0	5.0	6.0	9.0	0.0	0.0	44.0	0.0	0.0	0.0
RP11-173M1.4	2.0	4.0	8.0	0.0	10.0	2.0	2.0	2.0	9.0	4.0	1.0	0.0
NBPF15	397.0	215.0	109.0	162.0	75.0	191.0	85.0	132.0	89.0	149.0	83.0	30.0
RP11-848P1.4	8.0	39.0	17.0	7.0	10.0	19.0	0.0	2.0	29.0	2.0	0.0	1.0
RP5-890E16.4	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-1096G20.5	3.0	0.0	13.0	0.0	1.0	4.0	1.0	0.0	1.0	2.0	0.0	1.0
RP11-344E13.4	9.0	26.0	6.0	1.0	6.0	9.0	1.0	0.0	12.0	1.0	1.0	0.0
RP11-214O1.3	23.0	23.0	58.0	31.0	33.0	9.0	11.0	12.0	7.0	7.0	6.0	4.0
RP11-227G15.8	8.0	38.0	123.0	5.0	71.0	18.0	3.0	3.0	22.0	0.0	0.0	6.0
CTB-41I6.1	12.0	5.0	1.0	8.0	0.0	5.0	2.0	0.0	1.0	3.0	8.0	1.0
RP11-737O24.1	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-874J12.4	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
SNHG25	5.0	337.0	92.0	1.0	18.0	3.0	2.0	2.0	151.0	6.0	4.0	0.0
RP11-180P8.3	11.0	0.0	5.0	0.0	0.0	3.0	0.0	1.0	2.0	5.0	2.0	1.0
NCOA4	6156.0	4934.0	6937.0	3407.0	3662.0	2807.0	1609.0	1186.0	2108.0	5036.0	2262.0	769.0
RP11-91I8.3	19.0	51.0	78.0	11.0	34.0	25.0	3.0	8.0	47.0	2.0	2.0	5.0
RP13-991F5.2	0.0	2.0	23.0	0.0	12.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
CTD-2015H3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-806L2.2	0.0	7.0	40.0	1.0	15.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0
CTB-131K11.1	63.0	8.0	5.0	29.0	8.0	25.0	10.0	15.0	4.0	34.0	12.0	8.0
MRPS21	4625.0	9411.0	6026.0	2805.0	3173.0	3829.0	1404.0	1687.0	8899.0	2886.0	1584.0	422.0
RP11-401F2.3	34.0	34.0	75.0	24.0	38.0	21.0	5.0	10.0	61.0	27.0	15.0	12.0
CTD-2349P21.9	7.0	30.0	36.0	4.0	49.0	12.0	2.0	1.0	26.0	7.0	0.0	2.0
RP11-17J14.2	4.0	15.0	13.0	0.0	13.0	6.0	0.0	1.0	7.0	2.0	1.0	0.0
RP11-45M22.5	3.0	18.0	11.0	0.0	6.0	3.0	0.0	0.0	11.0	1.0	0.0	2.0
RP11-650P15.1	2.0	1.0	13.0	0.0	5.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0
GDF10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-138P22.1	10.0	86.0	140.0	1.0	71.0	3.0	1.0	3.0	21.0	2.0	1.0	2.0
RP11-385D13.3	118.0	747.0	475.0	21.0	412.0	94.0	7.0	19.0	275.0	30.0	19.0	22.0
RP11-881L2.1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
LINC01443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-838N2.5	1.0	1.0	5.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0
RP1-71H19.2	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
RP1-56K13.5	1.0	7.0	18.0	1.0	68.0	5.0	1.0	1.0	6.0	1.0	1.0	0.0
RP11-583F2.5	0.0	4.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-466A19.3	1.0	7.0	5.0	0.0	0.0	3.0	0.0	1.0	14.0	1.0	1.0	1.0
RP11-6N17.3	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-476K15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-856M7.6	3.0	11.0	51.0	17.0	11.0	2.0	3.0	1.0	21.0	6.0	4.0	3.0
RP11-94B19.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-20B24.4	29.0	8.0	3.0	6.0	1.0	11.0	1.0	2.0	0.0	33.0	8.0	3.0
RP11-927P21.2	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0
RP11-138I1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
RP11-1376P16.1	1.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
RP11-849N15.4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-258F1.1	31.0	19.0	39.0	2.0	13.0	12.0	4.0	6.0	41.0	7.0	8.0	3.0
RP5-1148A21.3	60.0	158.0	219.0	36.0	107.0	33.0	16.0	9.0	135.0	22.0	6.0	14.0
RP11-30L3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-661O13.1	5.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	7.0
RP11-214O1.2	37.0	6.0	12.0	53.0	14.0	9.0	13.0	17.0	7.0	1.0	8.0	10.0
MYO15B	54.0	89.0	198.0	18.0	10.0	172.0	5.0	45.0	78.0	37.0	61.0	16.0
RP11-855A2.3	3.0	0.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0
RP11-466A19.1	2.0	2.0	10.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
