	GRO-03_biopsy	GRO-10_biopsy	GRO-08_biopsy	D372_Biop_Int2	GRO-06_biopsy	D326_Biop_Pro1	GRO-09_biopsy	D367_Biop_Pro1	D372_Biop_Pro1	D353_Biop_Pro1	D339_Biop_Int1	D354_Biop_Int2	GRO-04_biopsy	GRO-07_biopsy
SLC25A53	179.0	219.0	155.0	77.0	245.0	91.0	252.0	102.0	64.0	43.0	67.0	7.0	215.0	327.0
AC006262.10	0.0	4.0	0.0	4.0	0.0	1.0	3.0	0.0	1.0	1.0	6.0	1.0	1.0	0.0
CTD-3149D2.3	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3105H18.18	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
CTB-60E11.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZIM2-AS1	6.0	4.0	3.0	1.0	5.0	6.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0
CTB-180A7.3	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0
GLTSCR1-AS1	4.0	8.0	5.0	1.0	18.0	0.0	6.0	0.0	0.0	2.0	0.0	2.0	12.0	16.0
AC007292.4	5.0	11.0	9.0	0.0	18.0	2.0	0.0	1.0	4.0	0.0	2.0	0.0	1.0	12.0
CTD-3193O13.14	0.0	0.0	1.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
CTC-273B12.10	7.0	6.0	2.0	5.0	5.0	3.0	13.0	7.0	28.0	0.0	0.0	3.0	1.0	3.0
KCNQ1OT1	7622.0	3635.0	4296.0	308.0	7554.0	1364.0	2783.0	691.0	869.0	249.0	206.0	317.0	2148.0	7668.0
CTD-3032J10.4	0.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	5.0
CTC-339O9.1	0.0	0.0	2.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CTC-490E21.10	3.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0
RP4-621N11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
RNF225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGLN2	2310.0	1609.0	1190.0	598.0	1586.0	1272.0	3202.0	950.0	1421.0	260.0	542.0	337.0	1371.0	1851.0
CTD-2537I9.16	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
CTD-2587H19.3	1.0	4.0	2.0	1.0	8.0	6.0	2.0	0.0	3.0	2.0	0.0	0.0	2.0	4.0
CTD-3022G6.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004754.3	10.0	6.0	5.0	0.0	7.0	5.0	4.0	1.0	3.0	2.0	1.0	3.0	2.0	8.0
RP11-266J6.2	27.0	16.0	16.0	4.0	17.0	16.0	15.0	13.0	19.0	10.0	4.0	4.0	7.0	19.0
RP11-3P17.5	0.0	1.0	3.0	1.0	6.0	1.0	1.0	6.0	1.0	1.0	4.0	10.0	2.0	3.0
RP11-816J6.3	10.0	12.0	17.0	5.0	13.0	4.0	10.0	3.0	7.0	3.0	0.0	1.0	17.0	17.0
RP5-1139B12.2	7.0	11.0	3.0	2.0	3.0	3.0	18.0	1.0	2.0	3.0	1.0	1.0	4.0	12.0
ARHGAP19-SLIT1	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RP4-761J14.10	21.0	26.0	18.0	3.0	36.0	0.0	5.0	9.0	17.0	4.0	10.0	0.0	9.0	17.0
SNHG8	11407.0	7599.0	9236.0	2140.0	11013.0	11194.0	16106.0	4483.0	10714.0	962.0	1928.0	1920.0	9592.0	15071.0
AP000654.4	38.0	17.0	37.0	9.0	70.0	23.0	29.0	12.0	13.0	6.0	3.0	8.0	11.0	60.0
COMMD3-BMI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-568J23.4	7.0	1.0	8.0	6.0	12.0	34.0	3.0	3.0	8.0	0.0	10.0	3.0	2.0	13.0
RMRP	4.0	14.0	8.0	0.0	26.0	1.0	18.0	0.0	0.0	0.0	0.0	0.0	18.0	27.0
RP11-178L8.9	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RP6-99M1.3	430.0	96.0	93.0	1.0	264.0	3.0	113.0	2.0	2.0	0.0	2.0	1.0	74.0	144.0
RP11-571M6.18	3.0	5.0	3.0	3.0	4.0	3.0	7.0	2.0	1.0	0.0	0.0	2.0	4.0	5.0
RP11-73M18.10	32.0	20.0	15.0	3.0	42.0	26.0	22.0	6.0	6.0	0.0	10.0	2.0	10.0	18.0
AP006621.9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-193M21.1	199.0	577.0	392.0	27.0	767.0	77.0	228.0	44.0	69.0	150.0	31.0	85.0	318.0	820.0
RP11-690P14.4	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RP11-646I6.5	24.0	24.0	23.0	15.0	14.0	10.0	26.0	9.0	16.0	5.0	6.0	3.0	14.0	26.0
RP11-442H21.2	5.0	2.0	25.0	6.0	33.0	4.0	3.0	2.0	0.0	3.0	6.0	19.0	9.0	38.0
RP6-91H8.3	71.0	43.0	44.0	5.0	48.0	1.0	177.0	11.0	2.0	0.0	3.0	3.0	84.0	41.0
RP11-2B6.2	191.0	98.0	67.0	0.0	99.0	13.0	145.0	13.0	10.0	14.0	15.0	5.0	30.0	100.0
RP11-932O9.9	14.0	21.0	22.0	2.0	65.0	4.0	12.0	3.0	2.0	3.0	1.0	0.0	8.0	23.0
RP5-1139B12.3	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
RP11-394O4.5	54.0	67.0	52.0	114.0	66.0	11.0	202.0	7.0	14.0	2.0	17.0	15.0	8.0	40.0
RP11-20I23.8	36.0	19.0	24.0	7.0	72.0	5.0	42.0	4.0	3.0	1.0	2.0	1.0	5.0	70.0
PCF11-AS1	76.0	80.0	56.0	10.0	86.0	23.0	81.0	39.0	29.0	21.0	12.0	9.0	23.0	119.0
RP6-91H8.5	0.0	0.0	1.0	4.0	2.0	10.0	0.0	3.0	2.0	0.0	4.0	1.0	0.0	3.0
RP11-2B6.3	21.0	12.0	3.0	19.0	15.0	16.0	4.0	20.0	17.0	12.0	0.0	16.0	4.0	7.0
RP11-849F2.9	11.0	11.0	7.0	1.0	30.0	13.0	17.0	7.0	5.0	0.0	4.0	0.0	2.0	11.0
RP11-738E22.3	12.0	11.0	11.0	2.0	8.0	14.0	6.0	1.0	0.0	0.0	4.0	0.0	8.0	18.0
AP000962.2	3.0	3.0	2.0	1.0	5.0	15.0	0.0	11.0	10.0	8.0	1.0	7.0	1.0	5.0
RP11-148O21.6	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C7orf55-LUC7L2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MKNK1-AS1	2.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0
SPACA6P-AS	5.0	5.0	4.0	1.0	11.0	6.0	4.0	1.0	0.0	0.0	1.0	0.0	2.0	7.0
CTD-2033C11.1	12.0	15.0	13.0	1.0	14.0	18.0	12.0	7.0	7.0	5.0	6.0	4.0	12.0	15.0
MEI4	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
RP3-331H24.5	1.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0
RP11-84A19.4	27.0	19.0	22.0	2.0	55.0	3.0	26.0	2.0	1.0	0.0	1.0	2.0	9.0	40.0
RP5-940J5.9	33.0	38.0	76.0	23.0	134.0	50.0	76.0	31.0	80.0	2.0	50.0	4.0	31.0	89.0
RP3-430N8.10	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-95D17.1	155.0	230.0	138.0	25.0	268.0	74.0	233.0	78.0	86.0	29.0	9.0	19.0	124.0	289.0
RP11-932O9.10	8.0	5.0	2.0	4.0	4.0	1.0	10.0	4.0	1.0	1.0	5.0	0.0	3.0	1.0
RP11-130L8.2	2.0	5.0	2.0	0.0	10.0	2.0	1.0	0.0	2.0	3.0	1.0	0.0	1.0	7.0
RP11-338N10.3	0.0	1.0	1.0	0.0	4.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
RP11-282O18.7	3.0	9.0	3.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0
RP11-1020A11.2	24.0	22.0	18.0	7.0	36.0	18.0	17.0	7.0	7.0	2.0	8.0	5.0	4.0	35.0
RP11-497H16.9	13.0	37.0	48.0	0.0	103.0	5.0	35.0	13.0	23.0	10.0	3.0	2.0	16.0	17.0
RP11-362K14.5	21.0	27.0	27.0	8.0	71.0	23.0	24.0	13.0	20.0	6.0	13.0	23.0	19.0	56.0
RP1-232P20.1	28.0	37.0	86.0	21.0	125.0	51.0	57.0	33.0	47.0	20.0	49.0	8.0	77.0	96.0
RP3-430N8.11	0.0	0.0	1.0	0.0	8.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0
RP11-276H19.2	11.0	4.0	5.0	13.0	14.0	4.0	7.0	10.0	11.0	0.0	4.0	0.0	6.0	11.0
RP3-449M8.9	5.0	1.0	3.0	1.0	2.0	2.0	3.0	1.0	2.0	2.0	1.0	0.0	1.0	4.0
RP11-218C14.8	6.0	3.0	1.0	4.0	2.0	2.0	7.0	0.0	4.0	4.0	1.0	2.0	0.0	7.0
RP11-178L8.7	18.0	58.0	71.0	13.0	65.0	42.0	27.0	43.0	70.0	45.0	8.0	39.0	47.0	71.0
ZNF559-ZNF177	8.0	10.0	14.0	1.0	13.0	9.0	5.0	3.0	3.0	0.0	2.0	0.0	4.0	12.0
LL0XNC01-7P3.1	13.0	14.0	4.0	10.0	11.0	13.0	23.0	13.0	16.0	5.0	0.0	3.0	7.0	12.0
RP11-932O9.8	15.0	10.0	13.0	12.0	19.0	19.0	13.0	10.0	6.0	0.0	7.0	15.0	14.0	20.0
CTD-2576F9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RP11-141B14.1	1127.0	230.0	302.0	22.0	493.0	73.0	248.0	10.0	15.0	3.0	7.0	12.0	163.0	521.0
RP11-463O9.9	8.0	3.0	5.0	0.0	7.0	5.0	6.0	2.0	0.0	0.0	0.0	2.0	1.0	5.0
CTC-203F4.2	53.0	30.0	40.0	0.0	63.0	21.0	27.0	2.0	14.0	0.0	2.0	5.0	18.0	47.0
RNU12	227.0	136.0	89.0	4.0	89.0	1.0	34.0	5.0	3.0	1.0	3.0	5.0	280.0	86.0
C8orf44-SGK3	9.0	8.0	8.0	1.0	19.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	3.0	9.0
RP11-380L11.4	6.0	5.0	4.0	1.0	16.0	4.0	6.0	2.0	4.0	3.0	4.0	0.0	8.0	8.0
RP11-326C3.13	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-338N10.2	4.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0
RP11-1070N10.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-571M6.17	8.0	12.0	5.0	0.0	14.0	6.0	24.0	9.0	13.0	4.0	6.0	8.0	10.0	16.0
RP11-297D21.4	109.0	105.0	91.0	18.0	99.0	135.0	210.0	60.0	42.0	12.0	10.0	23.0	54.0	116.0
RP4-769N13.7	0.0	1.0	3.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0
WI2-80269A6.1	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
RP11-514D23.3	10.0	3.0	2.0	6.0	2.0	0.0	11.0	1.0	4.0	0.0	0.0	0.0	3.0	5.0
SCARNA2	0.0	0.0	3.0	6.0	2.0	17.0	1.0	7.0	13.0	0.0	2.0	1.0	0.0	0.0
CTC-487M23.5	4.0	4.0	2.0	5.0	5.0	2.0	2.0	7.0	3.0	2.0	8.0	1.0	1.0	4.0
MIR222HG	9533.0	857.0	1352.0	22.0	2884.0	33.0	1453.0	6.0	70.0	48.0	12.0	16.0	683.0	2322.0
AP001172.2	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
RP11-351I21.11	87.0	31.0	91.0	1.0	39.0	11.0	24.0	11.0	5.0	22.0	3.0	4.0	23.0	55.0
RP11-127L20.5	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
AF131215.8	4.0	5.0	3.0	6.0	8.0	3.0	9.0	5.0	3.0	3.0	8.0	0.0	2.0	5.0
RP11-178L8.8	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
GAS5-AS1	9.0	7.0	12.0	5.0	41.0	10.0	8.0	2.0	6.0	4.0	2.0	3.0	8.0	22.0
RP11-399K21.11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
RP11-529E10.7	0.0	0.0	2.0	1.0	0.0	2.0	0.0	5.0	3.0	0.0	1.0	6.0	2.0	2.0
RP11-78O7.2	12.0	16.0	24.0	7.0	28.0	22.0	12.0	20.0	6.0	8.0	10.0	0.0	8.0	16.0
AP000473.8	15.0	16.0	14.0	2.0	18.0	6.0	2.0	5.0	3.0	1.0	4.0	4.0	4.0	16.0
RP11-245P10.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-362K14.6	13.0	16.0	11.0	6.0	18.0	4.0	3.0	3.0	4.0	5.0	11.0	0.0	10.0	10.0
RP11-248J23.7	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-130L8.1	15.0	6.0	3.0	3.0	12.0	1.0	10.0	3.0	8.0	1.0	4.0	3.0	6.0	16.0
RNU11	0.0	0.0	0.0	7.0	0.0	4.0	0.0	6.0	6.0	1.0	3.0	1.0	0.0	0.0
RP11-245P10.6	1.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
RP11-326C3.14	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
TSNAX-DISC1	4.0	1.0	0.0	0.0	4.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	4.0
RP5-1139B12.4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-271F18.4	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
RP11-415J8.7	2.0	1.0	3.0	1.0	2.0	1.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0
AP000769.7	10.0	11.0	14.0	0.0	22.0	2.0	11.0	5.0	2.0	0.0	2.0	4.0	14.0	15.0
RP11-57A19.5	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-118F19.1	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
RP11-526I2.5	60.0	62.0	71.0	15.0	35.0	18.0	43.0	30.0	32.0	1.0	0.0	15.0	40.0	86.0
RP11-362K14.7	8.0	4.0	5.0	0.0	6.0	0.0	7.0	3.0	2.0	1.0	1.0	1.0	3.0	5.0
TERC	3.0	3.0	5.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0
RP11-646I6.6	5.0	7.0	7.0	4.0	10.0	7.0	6.0	16.0	1.0	0.0	0.0	4.0	4.0	7.0
RP11-544M22.13	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-419I17.1	8.0	2.0	6.0	1.0	4.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0
LINC01480	28.0	24.0	3.0	3.0	4.0	4.0	44.0	0.0	9.0	4.0	0.0	1.0	30.0	7.0
LA16c-380H5.3	11.0	5.0	0.0	0.0	2.0	3.0	2.0	0.0	5.0	3.0	2.0	3.0	1.0	2.0
NCBP2-AS2	1488.0	1020.0	600.0	544.0	748.0	825.0	2374.0	612.0	1087.0	348.0	431.0	159.0	1124.0	1047.0
RP11-338N10.1	1.0	2.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RP1-256G22.2	0.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
RP11-793H13.11	103.0	60.0	64.0	32.0	53.0	69.0	94.0	37.0	54.0	3.0	27.0	27.0	45.0	67.0
CTD-2410N18.3	21.0	18.0	19.0	2.0	18.0	10.0	18.0	4.0	11.0	2.0	4.0	2.0	33.0	25.0
RP11-494H4.3	4.0	3.0	1.0	0.0	7.0	1.0	2.0	0.0	3.0	2.0	0.0	0.0	4.0	1.0
RP11-568J23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MTRNR2L11	0.0	4.0	6.0	22.0	12.0	469.0	2.0	44.0	51.0	0.0	84.0	4.0	0.0	9.0
RP11-258C19.7	297.0	259.0	159.0	27.0	341.0	112.0	265.0	85.0	153.0	38.0	32.0	8.0	114.0	352.0
RP11-803D5.4	26.0	59.0	28.0	0.0	52.0	12.0	269.0	2.0	17.0	1.0	7.0	1.0	29.0	79.0
RP11-259K5.2	12.0	17.0	12.0	3.0	17.0	9.0	10.0	3.0	9.0	5.0	6.0	0.0	18.0	17.0
RP11-572O17.1	42.0	38.0	35.0	0.0	16.0	25.0	71.0	7.0	35.0	2.0	6.0	11.0	20.0	13.0
RP11-157E16.1	13.0	55.0	233.0	5.0	146.0	9.0	18.0	2.0	1.0	4.0	31.0	4.0	18.0	236.0
RP11-373D23.3	134.0	116.0	69.0	16.0	132.0	16.0	100.0	29.0	6.0	9.0	13.0	7.0	68.0	145.0
CTD-2540B15.12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC015849.2	4.0	2.0	1.0	0.0	2.0	3.0	8.0	1.0	1.0	0.0	0.0	0.0	3.0	5.0
RP11-514P8.7	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RP11-731D1.4	12.0	5.0	18.0	2.0	29.0	3.0	5.0	2.0	6.0	1.0	1.0	3.0	9.0	27.0
HIST2H4B	3.0	3.0	8.0	0.0	34.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	11.0
RP11-65L3.2	19.0	21.0	12.0	2.0	22.0	0.0	17.0	2.0	2.0	0.0	0.0	1.0	3.0	16.0
SMC2-AS1	46.0	147.0	135.0	0.0	144.0	29.0	45.0	50.0	34.0	25.0	5.0	27.0	85.0	199.0
AC243756.1	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
RP11-734K2.4	660.0	471.0	426.0	112.0	847.0	209.0	584.0	151.0	237.0	33.0	95.0	101.0	329.0	850.0
RP11-307C12.13	24.0	32.0	13.0	3.0	29.0	6.0	24.0	1.0	13.0	2.0	0.0	0.0	11.0	23.0
HMGN3-AS1	156.0	131.0	178.0	32.0	187.0	90.0	202.0	30.0	96.0	2.0	37.0	40.0	94.0	191.0
RP11-109M17.2	1.0	2.0	28.0	0.0	5.0	4.0	1.0	0.0	0.0	6.0	0.0	2.0	6.0	4.0
HEATR9	4.0	11.0	8.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	15.0	12.0
MTRNR2L13	0.0	1.0	0.0	13.0	0.0	223.0	1.0	7.0	3.0	2.0	2.0	0.0	0.0	3.0
RP11-92C4.6	5.0	37.0	7.0	29.0	8.0	9.0	20.0	4.0	11.0	0.0	9.0	1.0	0.0	7.0
CAHM	32.0	39.0	29.0	20.0	37.0	5.0	32.0	0.0	30.0	0.0	10.0	2.0	15.0	37.0
RP11-467C18.1	2.0	5.0	2.0	4.0	5.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	3.0	6.0
RP11-796E10.1	19.0	24.0	18.0	6.0	23.0	9.0	27.0	17.0	42.0	7.0	21.0	3.0	9.0	23.0
RP11-342K6.3	1.0	1.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RP11-131L12.2	21.0	5.0	11.0	0.0	10.0	3.0	11.0	2.0	3.0	4.0	1.0	1.0	6.0	8.0
RP11-230C9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-420L9.5	178.0	169.0	110.0	23.0	181.0	38.0	140.0	30.0	54.0	22.0	16.0	8.0	129.0	199.0
RP11-168P13.1	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0
RP11-785G17.1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CTC-523E23.14	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0
LINC01235	6.0	113.0	14.0	63.0	47.0	42.0	29.0	21.0	26.0	10.0	3.0	9.0	7.0	56.0
IGHV3-30	6.0	29.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0
RP11-546J1.1	16.0	11.0	16.0	6.0	20.0	12.0	21.0	10.0	20.0	7.0	4.0	8.0	9.0	17.0
RP11-154H23.3	41.0	75.0	33.0	19.0	85.0	24.0	74.0	13.0	15.0	4.0	9.0	7.0	31.0	72.0
RP11-355F16.1	54.0	60.0	110.0	24.0	129.0	100.0	80.0	23.0	72.0	0.0	46.0	103.0	50.0	232.0
RP11-171I2.2	24.0	26.0	19.0	2.0	29.0	5.0	18.0	7.0	5.0	3.0	13.0	5.0	15.0	34.0
RP11-348N5.7	19.0	18.0	13.0	7.0	17.0	6.0	13.0	4.0	7.0	0.0	8.0	5.0	2.0	14.0
HCG17	13.0	8.0	7.0	9.0	8.0	2.0	10.0	7.0	2.0	6.0	6.0	3.0	8.0	3.0
RP5-1092A3.4	159.0	468.0	533.0	20.0	884.0	81.0	231.0	39.0	55.0	91.0	30.0	70.0	316.0	604.0
RP11-359E10.1	2.0	1.0	0.0	0.0	3.0	0.0	5.0	0.0	1.0	0.0	1.0	1.0	2.0	3.0
URGCP-MRPS24	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF14	613.0	508.0	523.0	25.0	759.0	138.0	549.0	91.0	41.0	8.0	86.0	18.0	508.0	950.0
RP3-466P17.1	14.0	11.0	14.0	0.0	24.0	7.0	19.0	5.0	9.0	2.0	3.0	0.0	7.0	24.0
TSIX	0.0	8.0	32.0	53.0	124.0	141.0	195.0	52.0	85.0	8.0	47.0	26.0	0.0	125.0
TAF15	2420.0	2338.0	1761.0	308.0	3053.0	802.0	4131.0	599.0	981.0	113.0	102.0	136.0	1458.0	3253.0
RP11-105N14.1	100.0	60.0	62.0	35.0	71.0	81.0	67.0	44.0	52.0	2.0	11.0	14.0	60.0	147.0
RP1-142L7.9	5.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MTRNR2L6	4.0	12.0	3.0	15.0	9.0	204.0	6.0	51.0	12.0	7.0	37.0	4.0	2.0	15.0
YTHDF3-AS1	196.0	311.0	196.0	37.0	204.0	88.0	317.0	72.0	72.0	48.0	59.0	39.0	329.0	348.0
RP11-372K14.2	27.0	22.0	9.0	15.0	14.0	16.0	45.0	16.0	51.0	17.0	11.0	9.0	19.0	21.0
RP11-342K6.1	63.0	78.0	39.0	9.0	104.0	14.0	92.0	35.0	48.0	14.0	1.0	12.0	33.0	79.0
RP11-381K20.4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-84C13.2	1.0	4.0	4.0	3.0	5.0	4.0	3.0	0.0	2.0	1.0	3.0	3.0	2.0	5.0
RP11-461L13.3	7.0	3.0	3.0	0.0	12.0	1.0	2.0	2.0	1.0	2.0	0.0	0.0	1.0	1.0
DEAR	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-138E2.1	1.0	5.0	5.0	3.0	10.0	0.0	3.0	1.0	6.0	3.0	0.0	3.0	2.0	5.0
HSPE1-MOB4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AD001527.7	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
RP11-385F7.1	134.0	257.0	230.0	25.0	230.0	78.0	163.0	55.0	101.0	65.0	49.0	52.0	231.0	389.0
GAS2L2	286.0	431.0	410.0	38.0	680.0	89.0	360.0	53.0	113.0	100.0	28.0	68.0	491.0	817.0
RP11-103J8.2	3.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0
RP11-103J8.1	10.0	3.0	12.0	12.0	52.0	21.0	10.0	11.0	24.0	5.0	7.0	2.0	9.0	87.0
RPS10-NUDT3	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
C17orf50	27.0	38.0	45.0	6.0	38.0	11.0	29.0	4.0	15.0	10.0	5.0	5.0	54.0	72.0
LINC00221	0.0	0.0	2.0	2.0	1.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
RP11-355B11.2	90.0	113.0	112.0	24.0	149.0	74.0	89.0	29.0	72.0	13.0	15.0	30.0	66.0	149.0
RP11-2E11.6	10.0	5.0	8.0	3.0	8.0	8.0	6.0	4.0	7.0	3.0	2.0	1.0	3.0	7.0
RP3-466P17.2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC015849.12	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC015849.19	4.0	3.0	16.0	3.0	23.0	6.0	5.0	7.0	5.0	2.0	5.0	2.0	3.0	19.0
